Dataset,Node,Twins,Near_Twins
BCSPWR08,1611,[],"[(1598, 1), (1614, 1)]"
BCSPWR08,1612,[],"[(1610, 1)]"
BCSPWR08,1614,[],"[(324, 1), (1611, 1)]"
BCSPWR08,1622,[],"[(1606, 1)]"
BCSPWR09,0,[],"[(890, 1)]"
BCSPWR09,2,[],"[(681, 1), (722, 1), (764, 1)]"
BCSPWR09,3,[],"[(1071, 1)]"
BCSPWR09,4,[],"[(1054, 1)]"
BCSPWR09,5,[],"[(835, 1), (617, 1), (970, 1), (1073, 1), (979, 1)]"
BCSPWR09,10,[],"[(326, 1)]"
BCSPWR09,11,[12],[]
BCSPWR09,12,[11],[]
BCSPWR09,15,[16],[]
BCSPWR09,16,[15],[]
BCSPWR09,17,[],"[(672, 1), (676, 1), (630, 1)]"
BCSPWR09,18,[19],[]
BCSPWR09,19,[18],[]
BCSPWR09,21,[22],"[(863, 1)]"
BCSPWR09,22,[21],"[(863, 1)]"
BCSPWR09,25,[],"[(27, 1)]"
BCSPWR09,27,[],"[(25, 1)]"
BCSPWR09,29,[30],[]
BCSPWR09,30,[29],[]
BCSPWR09,34,[],"[(641, 1)]"
BCSPWR09,35,[],"[(607, 1)]"
BCSPWR09,36,"[220, 240]",[]
BCSPWR09,38,[],"[(1019, 1)]"
BCSPWR09,43,[44],"[(795, 1)]"
BCSPWR09,44,[43],"[(795, 1)]"
BCSPWR09,51,[],"[(692, 1)]"
BCSPWR09,52,[],"[(679, 1)]"
BCSPWR09,55,[57],[]
BCSPWR09,56,[358],[]
BCSPWR09,57,[55],[]
BCSPWR09,59,[],"[(690, 1)]"
BCSPWR09,60,"[61, 62, 63]","[(704, 1)]"
BCSPWR09,61,"[60, 62, 63]","[(704, 1)]"
BCSPWR09,62,"[60, 61, 63]","[(704, 1)]"
BCSPWR09,63,"[60, 61, 62]","[(704, 1)]"
BCSPWR09,67,[],"[(803, 1), (1007, 1), (787, 1)]"
BCSPWR09,68,[],"[(70, 1)]"
BCSPWR09,70,[],"[(68, 1)]"
BCSPWR09,72,[],"[(324, 1)]"
BCSPWR09,73,[],"[(698, 1)]"
BCSPWR09,74,[],"[(964, 1)]"
BCSPWR09,75,[],"[(944, 1)]"
BCSPWR09,76,[],"[(947, 1), (951, 1)]"
BCSPWR09,78,"[79, 80]","[(653, 1), (702, 1)]"
BCSPWR09,79,"[78, 80]","[(653, 1), (702, 1)]"
BCSPWR09,80,"[78, 79]","[(653, 1), (702, 1)]"
BCSPWR09,82,"[83, 1716]","[(789, 1), (85, 1), (695, 1)]"
BCSPWR09,83,"[82, 1716]","[(789, 1), (85, 1), (695, 1)]"
BCSPWR09,85,[],"[(82, 1), (83, 1), (1716, 1)]"
BCSPWR09,86,[],"[(353, 1), (856, 1)]"
BCSPWR09,87,[],"[(89, 1)]"
BCSPWR09,89,[],"[(87, 1)]"
BCSPWR09,91,"[114, 179, 376, 434]","[(897, 1), (898, 1)]"
BCSPWR09,92,[],"[(785, 1)]"
BCSPWR09,93,[97],"[(804, 1), (1005, 1)]"
BCSPWR09,94,[137],"[(712, 1)]"
BCSPWR09,96,[],"[(333, 1)]"
BCSPWR09,97,[93],"[(804, 1), (1005, 1)]"
BCSPWR09,98,[350],"[(713, 1)]"
BCSPWR09,101,[],"[(821, 1), (665, 1)]"
BCSPWR09,106,[107],[]
BCSPWR09,107,[106],[]
BCSPWR09,108,"[109, 110]","[(112, 1)]"
BCSPWR09,109,"[108, 110]","[(112, 1)]"
BCSPWR09,110,"[108, 109]","[(112, 1)]"
BCSPWR09,112,[],"[(108, 1), (109, 1), (110, 1)]"
BCSPWR09,113,[],"[(187, 1)]"
BCSPWR09,114,"[91, 179, 376, 434]","[(897, 1), (898, 1)]"
BCSPWR09,115,[451],[]
BCSPWR09,116,"[117, 118, 119, 120]","[(122, 1)]"
BCSPWR09,117,"[116, 118, 119, 120]","[(122, 1)]"
BCSPWR09,118,"[116, 117, 119, 120]","[(122, 1)]"
BCSPWR09,119,"[116, 117, 118, 120]","[(122, 1)]"
BCSPWR09,120,"[116, 117, 118, 119]","[(122, 1)]"
BCSPWR09,122,[],"[(116, 1), (117, 1), (118, 1), (119, 1), (120, 1)]"
BCSPWR09,123,[],"[(688, 1)]"
BCSPWR09,130,[131],"[(747, 1)]"
BCSPWR09,131,[130],"[(747, 1)]"
BCSPWR09,132,[236],[]
BCSPWR09,134,"[135, 136]",[]
BCSPWR09,135,"[134, 136]",[]
BCSPWR09,136,"[134, 135]",[]
BCSPWR09,137,[94],"[(712, 1)]"
BCSPWR09,139,"[140, 141, 142]","[(1032, 1), (886, 1), (955, 1)]"
BCSPWR09,140,"[139, 141, 142]","[(1032, 1), (886, 1), (955, 1)]"
BCSPWR09,141,"[139, 140, 142]","[(1032, 1), (886, 1), (955, 1)]"
BCSPWR09,142,"[139, 140, 141]","[(1032, 1), (886, 1), (955, 1)]"
BCSPWR09,143,"[144, 145]","[(847, 1)]"
BCSPWR09,144,"[143, 145]","[(847, 1)]"
BCSPWR09,145,"[143, 144]","[(847, 1)]"
BCSPWR09,146,[],"[(567, 1)]"
BCSPWR09,152,[],"[(948, 1)]"
BCSPWR09,153,[],"[(624, 1)]"
BCSPWR09,155,"[156, 157, 158, 159, 1714]","[(1075, 1)]"
BCSPWR09,156,"[155, 157, 158, 159, 1714]","[(1075, 1)]"
BCSPWR09,157,"[155, 156, 158, 159, 1714]","[(1075, 1)]"
BCSPWR09,158,"[155, 156, 157, 159, 1714]","[(1075, 1)]"
BCSPWR09,159,"[155, 156, 157, 158, 1714]","[(1075, 1)]"
BCSPWR09,161,"[162, 163]",[]
BCSPWR09,162,"[161, 163]",[]
BCSPWR09,163,"[161, 162]",[]
BCSPWR09,164,"[165, 166, 1713]","[(1037, 1)]"
BCSPWR09,165,"[164, 166, 1713]","[(1037, 1)]"
BCSPWR09,166,"[164, 165, 1713]","[(1037, 1)]"
BCSPWR09,177,[],"[(992, 1), (558, 1)]"
BCSPWR09,178,[],"[(558, 1)]"
BCSPWR09,179,"[91, 114, 376, 434]","[(897, 1), (898, 1)]"
BCSPWR09,180,"[181, 192]",[]
BCSPWR09,181,"[180, 192]",[]
BCSPWR09,182,[],"[(768, 1), (909, 1)]"
BCSPWR09,183,[184],[]
BCSPWR09,184,[183],[]
BCSPWR09,187,[],"[(113, 1)]"
BCSPWR09,191,[],"[(555, 1)]"
BCSPWR09,192,"[180, 181]",[]
BCSPWR09,193,[],"[(1033, 1)]"
BCSPWR09,194,[],"[(931, 1), (932, 1), (711, 1), (873, 1), (342, 1)]"
BCSPWR09,196,[197],"[(1049, 1)]"
BCSPWR09,197,[196],"[(1049, 1)]"
BCSPWR09,201,[202],[]
BCSPWR09,202,[201],[]
BCSPWR09,204,"[216, 429]",[]
BCSPWR09,208,[],"[(942, 1), (657, 1), (827, 1), (892, 1)]"
BCSPWR09,209,[],"[(643, 1)]"
BCSPWR09,216,"[204, 429]",[]
BCSPWR09,217,[],"[(219, 1)]"
BCSPWR09,219,[],"[(217, 1), (351, 1)]"
BCSPWR09,220,"[36, 240]",[]
BCSPWR09,221,[],"[(850, 1), (855, 1)]"
BCSPWR09,222,[],"[(899, 1), (1066, 1)]"
BCSPWR09,223,[],"[(225, 1)]"
BCSPWR09,225,[],"[(223, 1)]"
BCSPWR09,228,[],"[(867, 1), (697, 1)]"
BCSPWR09,231,[],"[(856, 1)]"
BCSPWR09,234,[235],[]
BCSPWR09,235,[234],[]
BCSPWR09,236,[132],[]
BCSPWR09,240,"[36, 220]",[]
BCSPWR09,241,[242],"[(966, 1), (686, 1)]"
BCSPWR09,242,[241],"[(966, 1), (686, 1)]"
BCSPWR09,243,[244],[]
BCSPWR09,244,[243],[]
BCSPWR09,246,[247],[]
BCSPWR09,247,[246],[]
BCSPWR09,249,[250],[]
BCSPWR09,250,[249],[]
BCSPWR09,251,[252],[]
BCSPWR09,252,[251],[]
BCSPWR09,255,[256],[]
BCSPWR09,256,[255],[]
BCSPWR09,258,[259],"[(750, 1)]"
BCSPWR09,259,[258],"[(750, 1)]"
BCSPWR09,260,[],"[(792, 1)]"
BCSPWR09,261,[262],[]
BCSPWR09,262,[261],[]
BCSPWR09,275,[],"[(277, 1)]"
BCSPWR09,277,[],"[(275, 1), (438, 1)]"
BCSPWR09,278,[],"[(1706, 1)]"
BCSPWR09,279,[280],"[(664, 1)]"
BCSPWR09,280,[279],"[(664, 1)]"
BCSPWR09,282,[283],"[(285, 1)]"
BCSPWR09,283,[282],"[(285, 1)]"
BCSPWR09,285,[],"[(282, 1), (283, 1)]"
BCSPWR09,286,[],"[(901, 1)]"
BCSPWR09,288,[289],[]
BCSPWR09,289,[288],[]
BCSPWR09,290,[],"[(920, 1)]"
BCSPWR09,292,[],"[(851, 1)]"
BCSPWR09,295,[],"[(297, 1), (1011, 1)]"
BCSPWR09,297,[],"[(295, 1)]"
BCSPWR09,299,[],"[(301, 1)]"
BCSPWR09,301,[],"[(299, 1)]"
BCSPWR09,303,[304],[]
BCSPWR09,304,[303],[]
BCSPWR09,308,[],"[(934, 1)]"
BCSPWR09,309,[312],[]
BCSPWR09,311,[],"[(750, 1)]"
BCSPWR09,312,[309],[]
BCSPWR09,313,[],"[(761, 1)]"
BCSPWR09,314,[],"[(763, 1)]"
BCSPWR09,315,[316],[]
BCSPWR09,316,[315],[]
BCSPWR09,317,[318],[]
BCSPWR09,318,[317],[]
BCSPWR09,319,[320],[]
BCSPWR09,320,[319],[]
BCSPWR09,323,[],"[(683, 1)]"
BCSPWR09,324,[],"[(72, 1)]"
BCSPWR09,326,[],"[(10, 1)]"
BCSPWR09,328,"[329, 330]","[(641, 1)]"
BCSPWR09,329,"[328, 330]","[(641, 1)]"
BCSPWR09,330,"[328, 329]","[(641, 1)]"
BCSPWR09,331,[332],[]
BCSPWR09,332,[331],[]
BCSPWR09,333,[],"[(96, 1)]"
BCSPWR09,334,"[335, 336, 337, 338]","[(881, 1), (888, 1)]"
BCSPWR09,335,"[334, 336, 337, 338]","[(881, 1), (888, 1)]"
BCSPWR09,336,"[334, 335, 337, 338]","[(881, 1), (888, 1)]"
BCSPWR09,337,"[334, 335, 336, 338]","[(881, 1), (888, 1)]"
BCSPWR09,338,"[334, 335, 336, 337]","[(881, 1), (888, 1)]"
BCSPWR09,339,[1712],"[(791, 1), (606, 1)]"
BCSPWR09,340,[],"[(914, 1), (1003, 1)]"
BCSPWR09,342,[],"[(194, 1)]"
BCSPWR09,343,"[344, 345]","[(997, 1), (807, 1), (398, 1), (400, 1), (347, 1), (889, 1)]"
BCSPWR09,344,"[343, 345]","[(997, 1), (807, 1), (398, 1), (400, 1), (347, 1), (889, 1)]"
BCSPWR09,345,"[343, 344]","[(997, 1), (807, 1), (398, 1), (400, 1), (347, 1), (889, 1)]"
BCSPWR09,347,[],"[(343, 1), (344, 1), (345, 1)]"
BCSPWR09,350,[98],"[(713, 1)]"
BCSPWR09,351,[],"[(219, 1), (353, 1)]"
BCSPWR09,353,[],"[(86, 1), (351, 1)]"
BCSPWR09,354,[355],[]
BCSPWR09,355,[354],[]
BCSPWR09,356,[357],[]
BCSPWR09,357,[356],[]
BCSPWR09,358,[56],[]
BCSPWR09,361,[],"[(617, 1), (701, 1)]"
BCSPWR09,362,[363],"[(679, 1)]"
BCSPWR09,363,[362],"[(679, 1)]"
BCSPWR09,365,[],"[(988, 1)]"
BCSPWR09,366,[367],"[(369, 1)]"
BCSPWR09,367,[366],"[(369, 1)]"
BCSPWR09,369,[],"[(366, 1), (367, 1)]"
BCSPWR09,370,[371],[]
BCSPWR09,371,[370],[]
BCSPWR09,372,[373],[]
BCSPWR09,373,[372],[]
BCSPWR09,376,"[91, 114, 179, 434]","[(897, 1), (898, 1)]"
BCSPWR09,377,[1426],"[(973, 1)]"
BCSPWR09,380,"[381, 382, 383]",[]
BCSPWR09,381,"[380, 382, 383]",[]
BCSPWR09,382,"[380, 381, 383]",[]
BCSPWR09,383,"[380, 381, 382]",[]
BCSPWR09,384,[],"[(831, 1)]"
BCSPWR09,386,[387],[]
BCSPWR09,387,[386],[]
BCSPWR09,388,[],"[(746, 1)]"
BCSPWR09,389,"[390, 1708]",[]
BCSPWR09,390,"[389, 1708]",[]
BCSPWR09,398,[],"[(343, 1), (344, 1), (345, 1)]"
BCSPWR09,400,[],"[(343, 1), (344, 1), (345, 1)]"
BCSPWR09,401,[415],[]
BCSPWR09,404,[405],[]
BCSPWR09,405,[404],[]
BCSPWR09,407,[408],"[(637, 1)]"
BCSPWR09,408,[407],"[(637, 1)]"
BCSPWR09,413,[],"[(1018, 1)]"
BCSPWR09,415,[401],[]
BCSPWR09,416,[],"[(1000, 1), (814, 1)]"
BCSPWR09,418,[1707],[]
BCSPWR09,420,[421],"[(1029, 1)]"
BCSPWR09,421,[420],"[(1029, 1)]"
BCSPWR09,423,[],"[(707, 1), (978, 1)]"
BCSPWR09,424,[425],"[(692, 1)]"
BCSPWR09,425,[424],"[(692, 1)]"
BCSPWR09,426,[],"[(948, 1)]"
BCSPWR09,429,"[204, 216]",[]
BCSPWR09,430,[1710],[]
BCSPWR09,431,[],"[(678, 1), (726, 1)]"
BCSPWR09,434,"[91, 114, 179, 376]","[(897, 1), (898, 1)]"
BCSPWR09,435,[],"[(612, 1)]"
BCSPWR09,438,[],"[(277, 1), (615, 1), (1033, 1), (883, 1), (852, 1)]"
BCSPWR09,439,[440],[]
BCSPWR09,440,[439],[]
BCSPWR09,442,[443],"[(725, 1)]"
BCSPWR09,443,[442],"[(725, 1)]"
BCSPWR09,444,[445],"[(724, 1), (991, 1)]"
BCSPWR09,445,[444],"[(724, 1), (991, 1)]"
BCSPWR09,449,[450],"[(811, 1), (790, 1)]"
BCSPWR09,450,[449],"[(811, 1), (790, 1)]"
BCSPWR09,451,[115],[]
BCSPWR09,452,[],"[(616, 1)]"
BCSPWR09,453,[454],[]
BCSPWR09,454,[453],[]
BCSPWR09,455,[456],[]
BCSPWR09,456,[455],[]
BCSPWR09,555,[],"[(191, 1)]"
BCSPWR09,558,[],"[(177, 1), (178, 1)]"
BCSPWR09,567,[],"[(146, 1)]"
BCSPWR09,570,[],"[(754, 1)]"
BCSPWR09,586,[],"[(675, 1)]"
BCSPWR09,603,"[913, 984]",[]
BCSPWR09,605,[],"[(1720, 1)]"
BCSPWR09,606,[],"[(339, 1), (1712, 1)]"
BCSPWR09,607,[],"[(35, 1)]"
BCSPWR09,612,[],"[(435, 1)]"
BCSPWR09,615,[],"[(438, 1)]"
BCSPWR09,616,[],"[(452, 1)]"
BCSPWR09,617,[],"[(5, 1), (361, 1)]"
BCSPWR09,624,[],"[(153, 1)]"
BCSPWR09,630,[],"[(17, 1)]"
BCSPWR09,637,[],"[(407, 1), (408, 1)]"
BCSPWR09,641,[],"[(34, 1), (328, 1), (329, 1), (330, 1)]"
BCSPWR09,643,[],"[(209, 1)]"
BCSPWR09,649,[780],[]
BCSPWR09,653,[],"[(78, 1), (79, 1), (80, 1)]"
BCSPWR09,656,[],"[(1251, 1)]"
BCSPWR09,657,[],"[(208, 1)]"
BCSPWR09,661,[662],[]
BCSPWR09,662,[661],[]
BCSPWR09,664,[],"[(279, 1), (280, 1)]"
BCSPWR09,665,[],"[(101, 1)]"
BCSPWR09,669,[670],[]
BCSPWR09,670,[669],[]
BCSPWR09,671,[673],[]
BCSPWR09,672,[],"[(17, 1)]"
BCSPWR09,673,[671],[]
BCSPWR09,675,[],"[(586, 1)]"
BCSPWR09,676,[],"[(17, 1)]"
BCSPWR09,678,[],"[(431, 1), (727, 1)]"
BCSPWR09,679,[],"[(52, 1), (362, 1), (363, 1)]"
BCSPWR09,681,[],"[(2, 1)]"
BCSPWR09,683,[],"[(323, 1)]"
BCSPWR09,686,[],"[(241, 1), (242, 1)]"
BCSPWR09,688,[],"[(123, 1)]"
BCSPWR09,690,[],"[(59, 1)]"
BCSPWR09,692,[],"[(51, 1), (424, 1), (425, 1)]"
BCSPWR09,695,[],"[(82, 1), (83, 1), (1716, 1)]"
BCSPWR09,697,[],"[(228, 1)]"
BCSPWR09,698,[],"[(73, 1), (1169, 1)]"
BCSPWR09,699,[700],[]
BCSPWR09,700,[699],[]
BCSPWR09,701,[],"[(361, 1)]"
BCSPWR09,702,[],"[(78, 1), (79, 1), (80, 1)]"
BCSPWR09,704,[],"[(60, 1), (61, 1), (62, 1), (63, 1)]"
BCSPWR09,707,[978],"[(423, 1)]"
BCSPWR09,708,[714],[]
BCSPWR09,711,[],"[(194, 1)]"
BCSPWR09,712,[],"[(94, 1), (137, 1)]"
BCSPWR09,713,[],"[(98, 1), (350, 1)]"
BCSPWR09,714,[708],[]
BCSPWR09,722,[],"[(2, 1)]"
BCSPWR09,724,[],"[(444, 1), (445, 1)]"
BCSPWR09,725,[],"[(442, 1), (443, 1)]"
BCSPWR09,726,[],"[(431, 1)]"
BCSPWR09,727,[],"[(678, 1)]"
BCSPWR09,739,[743],[]
BCSPWR09,740,[],"[(1711, 1)]"
BCSPWR09,742,[],"[(1189, 1)]"
BCSPWR09,743,[739],[]
BCSPWR09,746,[],"[(388, 1)]"
BCSPWR09,747,[],"[(130, 1), (131, 1)]"
BCSPWR09,750,[],"[(258, 1), (259, 1), (311, 1)]"
BCSPWR09,754,[],"[(570, 1)]"
BCSPWR09,757,[],"[(1290, 1)]"
BCSPWR09,758,[770],[]
BCSPWR09,761,[],"[(313, 1)]"
BCSPWR09,763,[],"[(314, 1)]"
BCSPWR09,764,[],"[(2, 1)]"
BCSPWR09,768,[],"[(182, 1)]"
BCSPWR09,770,[758],[]
BCSPWR09,779,[],"[(1215, 1)]"
BCSPWR09,780,[649],[]
BCSPWR09,785,[],"[(92, 1)]"
BCSPWR09,787,[],"[(67, 1)]"
BCSPWR09,789,[],"[(82, 1), (83, 1), (1716, 1)]"
BCSPWR09,790,[],"[(449, 1), (450, 1)]"
BCSPWR09,791,[],"[(339, 1), (1712, 1)]"
BCSPWR09,792,[],"[(260, 1)]"
BCSPWR09,793,"[958, 1076]",[]
BCSPWR09,795,[],"[(43, 1), (44, 1)]"
BCSPWR09,803,[],"[(67, 1)]"
BCSPWR09,804,[],"[(93, 1), (97, 1)]"
BCSPWR09,807,[],"[(343, 1), (344, 1), (345, 1)]"
BCSPWR09,808,[953],[]
BCSPWR09,811,[],"[(449, 1), (450, 1)]"
BCSPWR09,814,[],"[(416, 1)]"
BCSPWR09,815,[],"[(1720, 1)]"
BCSPWR09,821,[],"[(101, 1)]"
BCSPWR09,827,[],"[(208, 1)]"
BCSPWR09,831,[],"[(384, 1)]"
BCSPWR09,835,[],"[(5, 1)]"
BCSPWR09,847,[],"[(143, 1), (144, 1), (145, 1)]"
BCSPWR09,850,[],"[(221, 1)]"
BCSPWR09,851,[],"[(292, 1)]"
BCSPWR09,852,[],"[(438, 1)]"
BCSPWR09,855,[],"[(221, 1)]"
BCSPWR09,856,[],"[(86, 1), (231, 1)]"
BCSPWR09,863,[],"[(21, 1), (22, 1)]"
BCSPWR09,867,[],"[(228, 1)]"
BCSPWR09,873,[],"[(194, 1)]"
BCSPWR09,881,[],"[(334, 1), (335, 1), (336, 1), (337, 1), (338, 1)]"
BCSPWR09,883,[],"[(438, 1)]"
BCSPWR09,886,[],"[(139, 1), (140, 1), (141, 1), (142, 1)]"
BCSPWR09,888,[],"[(334, 1), (335, 1), (336, 1), (337, 1), (338, 1)]"
BCSPWR09,889,[],"[(343, 1), (344, 1), (345, 1)]"
BCSPWR09,890,[],"[(0, 1)]"
BCSPWR09,892,[],"[(208, 1)]"
BCSPWR09,897,[],"[(91, 1), (114, 1), (179, 1), (376, 1), (434, 1)]"
BCSPWR09,898,[],"[(91, 1), (114, 1), (179, 1), (376, 1), (434, 1)]"
BCSPWR09,899,[1066],"[(222, 1)]"
BCSPWR09,901,[],"[(286, 1)]"
BCSPWR09,909,[],"[(182, 1)]"
BCSPWR09,913,"[603, 984]",[]
BCSPWR09,914,[],"[(340, 1)]"
BCSPWR09,920,[],"[(290, 1)]"
BCSPWR09,931,[932],"[(194, 1)]"
BCSPWR09,932,[931],"[(194, 1)]"
BCSPWR09,934,[],"[(308, 1)]"
BCSPWR09,935,[],"[(1705, 1)]"
BCSPWR09,942,[],"[(208, 1)]"
BCSPWR09,944,[],"[(75, 1)]"
BCSPWR09,947,[],"[(76, 1)]"
BCSPWR09,948,[],"[(152, 1), (426, 1)]"
BCSPWR09,951,[],"[(76, 1)]"
BCSPWR09,953,[808],[]
BCSPWR09,955,[],"[(139, 1), (140, 1), (141, 1), (142, 1)]"
BCSPWR09,958,"[793, 1076]",[]
BCSPWR09,964,[],"[(74, 1)]"
BCSPWR09,966,[],"[(241, 1), (242, 1)]"
BCSPWR09,970,[],"[(5, 1)]"
BCSPWR09,971,[],"[(1313, 1)]"
BCSPWR09,973,[],"[(377, 1), (1426, 1)]"
BCSPWR09,978,[707],"[(423, 1)]"
BCSPWR09,979,[],"[(5, 1)]"
BCSPWR09,981,[982],[]
BCSPWR09,982,[981],[]
BCSPWR09,984,"[603, 913]",[]
BCSPWR09,988,[],"[(365, 1)]"
BCSPWR09,991,[],"[(444, 1), (445, 1)]"
BCSPWR09,992,[],"[(177, 1)]"
BCSPWR09,997,[],"[(343, 1), (344, 1), (345, 1)]"
BCSPWR09,1000,[],"[(416, 1)]"
BCSPWR09,1003,[],"[(340, 1)]"
BCSPWR09,1005,[],"[(93, 1), (97, 1)]"
BCSPWR09,1007,[],"[(67, 1)]"
BCSPWR09,1011,[],"[(295, 1)]"
BCSPWR09,1018,[],"[(413, 1)]"
BCSPWR09,1019,[],"[(38, 1)]"
BCSPWR09,1022,[],"[(1334, 1)]"
BCSPWR09,1029,[],"[(420, 1), (421, 1)]"
BCSPWR09,1032,[],"[(139, 1), (140, 1), (141, 1), (142, 1)]"
BCSPWR09,1033,[],"[(193, 1), (438, 1)]"
BCSPWR09,1037,[],"[(164, 1), (165, 1), (166, 1), (1713, 1)]"
BCSPWR09,1049,[],"[(196, 1), (197, 1)]"
BCSPWR09,1054,[],"[(4, 1)]"
BCSPWR09,1060,[],"[(1673, 1)]"
BCSPWR09,1066,[899],"[(222, 1)]"
BCSPWR09,1071,[],"[(3, 1)]"
BCSPWR09,1073,[],"[(5, 1)]"
BCSPWR09,1075,[],"[(155, 1), (156, 1), (157, 1), (158, 1), (159, 1), (1714, 1)]"
BCSPWR09,1076,"[793, 958]",[]
BCSPWR09,1169,[],"[(698, 1)]"
BCSPWR09,1189,[],"[(742, 1)]"
BCSPWR09,1204,[],"[(1386, 1)]"
BCSPWR09,1215,[],"[(779, 1)]"
BCSPWR09,1251,[],"[(656, 1)]"
BCSPWR09,1290,[],"[(757, 1)]"
BCSPWR09,1313,[],"[(971, 1)]"
BCSPWR09,1317,[1318],[]
BCSPWR09,1318,[1317],[]
BCSPWR09,1334,[],"[(1022, 1)]"
BCSPWR09,1386,[],"[(1204, 1)]"
BCSPWR09,1426,[377],"[(973, 1)]"
BCSPWR09,1673,[],"[(1060, 1)]"
BCSPWR09,1705,[],"[(935, 1)]"
BCSPWR09,1706,[],"[(278, 1)]"
BCSPWR09,1707,[418],[]
BCSPWR09,1708,"[389, 390]",[]
BCSPWR09,1710,[430],[]
BCSPWR09,1711,[],"[(740, 1)]"
BCSPWR09,1712,[339],"[(606, 1), (791, 1)]"
BCSPWR09,1713,"[164, 165, 166]","[(1037, 1)]"
BCSPWR09,1714,"[155, 156, 157, 158, 159]","[(1075, 1)]"
BCSPWR09,1716,"[82, 83]","[(85, 1), (695, 1), (789, 1)]"
BCSPWR09,1720,[],"[(605, 1), (815, 1)]"
BCSPWR10,1,[],"[(484, 1), (509, 1)]"
BCSPWR10,4,[],"[(934, 1)]"
BCSPWR10,8,[],"[(300, 1)]"
BCSPWR10,11,[],"[(1197, 1)]"
BCSPWR10,12,[23],"[(1092, 1)]"
BCSPWR10,14,[],"[(270, 1)]"
BCSPWR10,16,[231],"[(2074, 1)]"
BCSPWR10,18,[229],[]
BCSPWR10,19,[233],"[(714, 1)]"
BCSPWR10,20,[],"[(1331, 1)]"
BCSPWR10,21,[],"[(1542, 1), (1654, 1), (1501, 1)]"
BCSPWR10,23,[12],"[(1092, 1)]"
BCSPWR10,25,[],"[(469, 1)]"
BCSPWR10,26,[],"[(408, 1)]"
BCSPWR10,27,[],"[(1793, 1), (2256, 1), (1782, 1), (1302, 1)]"
BCSPWR10,29,[],"[(675, 1)]"
BCSPWR10,37,[],"[(1473, 1), (468, 1)]"
BCSPWR10,39,[76],[]
BCSPWR10,43,[],"[(362, 1), (356, 1), (359, 1)]"
BCSPWR10,44,[],"[(271, 1)]"
BCSPWR10,48,[],"[(959, 1), (949, 1), (951, 1)]"
BCSPWR10,49,[],"[(1668, 1)]"
BCSPWR10,55,[],"[(1803, 1)]"
BCSPWR10,56,[],"[(1207, 1)]"
BCSPWR10,58,[],"[(1300, 1)]"
BCSPWR10,59,[],"[(1237, 1)]"
BCSPWR10,61,[],"[(1085, 1)]"
BCSPWR10,65,[],"[(322, 1)]"
BCSPWR10,66,[214],"[(1763, 1), (1200, 1)]"
BCSPWR10,67,[],"[(869, 1), (895, 1)]"
BCSPWR10,68,[],"[(1452, 1), (1590, 1)]"
BCSPWR10,73,[],"[(2109, 1)]"
BCSPWR10,76,[39],[]
BCSPWR10,79,[],"[(696, 1)]"
BCSPWR10,80,[],"[(273, 1)]"
BCSPWR10,86,[],"[(716, 1)]"
BCSPWR10,87,[],"[(801, 1), (1633, 1), (1546, 1), (796, 1)]"
BCSPWR10,90,[],"[(932, 1), (1070, 1), (942, 1), (2072, 1), (923, 1)]"
BCSPWR10,97,"[143, 152, 205]","[(856, 1)]"
BCSPWR10,104,[],"[(553, 1), (570, 1)]"
BCSPWR10,105,[],"[(561, 1)]"
BCSPWR10,107,[],"[(1072, 1), (1083, 1)]"
BCSPWR10,109,[],"[(435, 1), (412, 1)]"
BCSPWR10,110,[],"[(1240, 1)]"
BCSPWR10,112,[],"[(485, 1)]"
BCSPWR10,113,[],"[(577, 1), (305, 1)]"
BCSPWR10,115,[],"[(1440, 1), (1696, 1)]"
BCSPWR10,116,[],"[(955, 1), (947, 1), (949, 1)]"
BCSPWR10,118,[],"[(999, 1)]"
BCSPWR10,119,[],"[(1472, 1), (1448, 1)]"
BCSPWR10,120,[],"[(1792, 1), (1733, 1), (1737, 1), (1744, 1), (2198, 1)]"
BCSPWR10,121,[],"[(407, 1)]"
BCSPWR10,123,[150],"[(1786, 1)]"
BCSPWR10,124,[],"[(2206, 1)]"
BCSPWR10,126,[],"[(1196, 1), (1207, 1)]"
BCSPWR10,129,[],"[(677, 1)]"
BCSPWR10,132,[],"[(1216, 1), (1214, 1), (1213, 1)]"
BCSPWR10,133,[],"[(1339, 1)]"
BCSPWR10,134,[],"[(1263, 1)]"
BCSPWR10,135,[],"[(1605, 1)]"
BCSPWR10,139,[],"[(1538, 1), (899, 1), (1545, 1)]"
BCSPWR10,141,[],"[(384, 1), (382, 1)]"
BCSPWR10,143,"[97, 152, 205]","[(856, 1)]"
BCSPWR10,145,[],"[(1089, 1), (1091, 1), (1093, 1)]"
BCSPWR10,146,[],"[(414, 1)]"
BCSPWR10,147,[202],"[(452, 1), (432, 1)]"
BCSPWR10,148,[],"[(440, 1), (465, 1)]"
BCSPWR10,149,[],"[(1623, 1)]"
BCSPWR10,150,[123],"[(1786, 1)]"
BCSPWR10,152,"[97, 143, 205]","[(856, 1)]"
BCSPWR10,153,[],"[(415, 1)]"
BCSPWR10,155,[],"[(547, 1), (526, 1)]"
BCSPWR10,156,[],"[(338, 1)]"
BCSPWR10,158,[],"[(1345, 1), (1446, 1)]"
BCSPWR10,159,[],"[(345, 1), (412, 1), (350, 1)]"
